hilbert_dim,num_of_targets,num_of_intervals,total_time,drift_parameter,taylor_truncate_len,init_seed,target_states_seed,initial_states,target_state,final_cost
4,3,15,15.0,1,10,0,0,"Statevector([1.+0.j, 0.+0.j, 0.+0.j, 0.+0.j],
            dims=(2, 2))","Statevector([ 0.04578135-0.19817758j, -0.0670271 -0.11887706j,
              0.21649947+0.26349682j, -0.17076864+0.89137018j],
            dims=(2, 2))",-0.9964144370341221
4,3,15,15.0,1,10,0,0,"Statevector([0.+0.j, 1.+0.j, 0.+0.j, 0.+0.j],
            dims=(2, 2))","Statevector([-0.1950499 -0.04680251j,  0.236489  +0.71568491j,
              0.56152975-0.10577503j, -0.25196233-0.04054729j],
            dims=(2, 2))",-0.9964144370341221
4,3,15,15.0,1,10,0,0,"Statevector([0.+0.j, 0.+0.j, 1.+0.j, 0.+0.j],
            dims=(2, 2))","Statevector([-0.25624666+0.32897489j, -0.62812977-0.04047919j,
              0.02579847-0.56901467j, -0.29334038+0.13941218j],
            dims=(2, 2))",-0.9964144370341221
